self_employed,sought_treatment,employer_benefits,employer_takes_seriously,fear_negative_consequences,work_interference,remote_work,gender,age,country,year,productivity_affected,has_mental_health_disorder,tech_role
No,Yes,Yes,Don't Know,No,,Always,Male,31.0,Canada,2016,,Yes,
No,No,Yes,No,Maybe,,Sometimes,Male,29.0,United States of America,2016,,Uncertain,
No,No,Don't Know,No,Maybe,,Sometimes,Male,33.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Yes,Maybe,,Always,Female,43.0,United States of America,2016,,Yes,
No,No,Don't Know,Yes,No,,Always,Male,28.0,Australia,2016,,Uncertain,
Yes,No,,,,,Always,Other,42.0,United Kingdom,2016,Yes,Uncertain,
No,Yes,Yes,Don't Know,Maybe,,Always,Male,38.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Male,30.0,United States of America,2016,,Uncertain,1.0
Yes,Yes,,,,,Sometimes,Female,51.0,United States of America,2016,Yes,Yes,
No,No,Don't Know,No,Maybe,,Never,Female,48.0,United States of America,2016,,No,
Yes,No,,,,,Always,Male,39.0,New Zealand,2016,Unsure,Uncertain,
No,No,No,Don't Know,Yes,,Sometimes,Male,28.0,Australia,2016,,No,
No,Yes,Yes,Don't Know,Maybe,,Always,Male,37.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Male,33.0,United States of America,2016,,No,
No,Yes,Not Eligible,Don't Know,Yes,,Never,Male,21.0,Australia,2016,,Yes,
No,Yes,Yes,No,Yes,,Sometimes,Male,25.0,United States of America,2016,,No,1.0
Yes,No,,,,,Sometimes,Male,,Canada,2016,Not applicable to me,No,
No,Yes,Yes,No,Maybe,,Always,Male,40.0,United States of America,2016,,Yes,
No,Yes,No,Don't Know,Maybe,,Sometimes,Female,30.0,Canada,2016,,Uncertain,1.0
Yes,No,,,,,Always,Male,27.0,Romania,2016,Yes,Uncertain,
No,No,No,Don't Know,No,,Never,Male,25.0,India,2016,,No,
No,No,Yes,Don't Know,Maybe,,Sometimes,Male,38.0,Germany,2016,,No,
No,Yes,Don't Know,Don't Know,Maybe,,Never,Male,24.0,United Kingdom,2016,,Uncertain,1.0
No,No,Not Eligible,No,No,,Never,Male,23.0,United Kingdom,2016,,No,
Yes,Yes,,,,,Always,Female,39.0,United Kingdom,2016,Yes,Yes,
No,No,Don't Know,Don't Know,Maybe,,Sometimes,Male,26.0,United States of America,2016,,No,
No,No,Don't Know,Yes,Maybe,,Never,Male,43.0,United Kingdom,2016,,No,1.0
No,No,Don't Know,Don't Know,No,,Always,Male,30.0,New Zealand,2016,,Uncertain,
Yes,Yes,,,,,Always,Male,35.0,Other,2016,Yes,Yes,
No,No,Don't Know,Don't Know,Maybe,,Sometimes,Male,40.0,United Kingdom,2016,,Uncertain,1.0
No,Yes,Yes,No,Maybe,,Never,Female,33.0,United Kingdom,2016,,Yes,1.0
Yes,Yes,,,,,Sometimes,Male,35.0,Brunei,2016,Yes,Uncertain,
No,No,No,Don't Know,Yes,,Never,Male,22.0,United Kingdom,2016,,No,
No,Yes,Yes,Don't Know,Maybe,,Always,Male,28.0,United States of America,2016,,Yes,
No,Yes,Yes,No,Maybe,,Sometimes,Male,39.0,United States of America,2016,,Yes,
No,No,Don't Know,Yes,No,,Always,Male,33.0,United States of America,2016,,No,
Yes,No,,,,,Always,Female,25.0,United Kingdom,2016,Not applicable to me,No,
No,No,Don't Know,Don't Know,No,,Sometimes,Male,37.0,United States of America,2016,,No,
No,Yes,Don't Know,No,Maybe,,Never,Female,41.0,France,2016,,Yes,
No,No,Yes,Don't Know,No,,Sometimes,Female,30.0,United States of America,2016,,Yes,
No,No,Yes,Yes,No,,Sometimes,Male,42.0,United States of America,2016,,No,
No,No,Yes,Yes,No,,Sometimes,Male,52.0,United States of America,2016,,No,
No,No,No,Don't Know,No,,Always,Male,30.0,Romania,2016,,No,
No,Yes,Yes,Don't Know,No,,Sometimes,Male,35.0,United States of America,2016,,Yes,
No,Yes,Don't Know,No,No,,Sometimes,Male,24.0,United States of America,2016,,No,
No,No,Don't Know,Don't Know,No,,Sometimes,Male,39.0,United States of America,2016,,No,
No,No,Yes,Yes,Yes,,Sometimes,Male,34.0,United States of America,2016,,No,
Yes,Yes,,,,,Always,Male,32.0,United States of America,2016,Unsure,No,
Yes,Yes,,,,,Sometimes,Other,25.0,United Kingdom,2016,Yes,Uncertain,
No,No,No,No,Yes,,Never,Male,43.0,Poland,2016,,Uncertain,1.0
No,Yes,Yes,Don't Know,No,,Sometimes,Male,39.0,United States of America,2016,,No,
Yes,No,,,,,Always,Male,35.0,United States of America,2016,Yes,Yes,
No,Yes,Yes,No,No,,Sometimes,Male,34.0,United States of America,2016,,Yes,
No,No,Yes,Don't Know,Maybe,,Sometimes,Male,38.0,United Kingdom,2016,,No,1.0
No,Yes,Yes,No,Yes,,Always,Female,26.0,United States of America,2016,,Yes,
No,No,No,Don't Know,Maybe,,Sometimes,Male,24.0,Bulgaria,2016,,No,
No,Yes,Don't Know,Don't Know,Yes,,Sometimes,Female,27.0,United States of America,2016,,Yes,1.0
No,Yes,Yes,Yes,No,,Never,Male,25.0,United States of America,2016,,Yes,
Yes,No,,,,,Sometimes,Male,37.0,United States of America,2016,Unsure,No,
No,No,Yes,Yes,Maybe,,Sometimes,Male,33.0,Canada,2016,,No,1.0
No,Yes,No,Don't Know,Yes,,Sometimes,Male,34.0,United States of America,2016,,Yes,1.0
No,Yes,Don't Know,Don't Know,Maybe,,Sometimes,Male,27.0,Canada,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Male,33.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Yes,Maybe,,Sometimes,Male,50.0,United States of America,2016,,Yes,
Yes,Yes,,,,,Sometimes,Female,54.0,United States of America,2016,Yes,Yes,
No,Yes,Yes,No,Yes,,Sometimes,Female,32.0,Canada,2016,,No,
No,No,Don't Know,Yes,No,,Sometimes,Male,39.0,Canada,2016,,No,
No,No,Don't Know,Yes,No,,Sometimes,Male,36.0,United States of America,2016,,No,
No,No,Don't Know,Don't Know,Maybe,,Sometimes,Male,34.0,Canada,2016,,No,
No,Yes,Don't Know,Don't Know,Maybe,,Sometimes,Female,31.0,United States of America,2016,,Uncertain,
No,Yes,No,No,No,,Never,Male,36.0,United States of America,2016,,Uncertain,1.0
No,No,Don't Know,Yes,No,,Sometimes,Male,48.0,United States of America,2016,,No,1.0
No,Yes,Don't Know,Don't Know,No,,Never,Male,31.0,United States of America,2016,,Uncertain,
No,No,No,Yes,No,,Always,Male,32.0,United States of America,2016,,No,
No,No,Don't Know,No,Yes,,Always,Male,32.0,United States of America,2016,,No,
Yes,Yes,,,,,Always,Male,31.0,United States of America,2016,Yes,Yes,
No,Yes,Not Eligible,Yes,No,,Sometimes,Female,28.0,United States of America,2016,,Yes,
No,Yes,Don't Know,No,Yes,,Never,Male,28.0,United Kingdom,2016,,Yes,1.0
No,Yes,Yes,No,Yes,,Sometimes,Female,33.0,United States of America,2016,,Yes,
Yes,Yes,,,,,Never,Male,33.0,United States of America,2016,Yes,No,
Yes,Yes,,,,,Always,Male,59.0,United States of America,2016,Yes,Yes,
Yes,Yes,,,,,Sometimes,Male,33.0,United States of America,2016,Yes,Yes,
No,Yes,Don't Know,No,Yes,,Always,Male,37.0,United States of America,2016,,Uncertain,
No,Yes,Don't Know,Don't Know,Maybe,,Always,Female,27.0,Germany,2016,,No,
No,No,No,Don't Know,No,,Always,Male,39.0,United States of America,2016,,Uncertain,
Yes,No,,,,,Sometimes,Male,50.0,Germany,2016,Yes,No,
No,No,Yes,Don't Know,Maybe,,Never,Female,34.0,United States of America,2016,,No,1.0
Yes,No,,,,,Sometimes,Male,50.0,Germany,2016,Yes,Uncertain,
No,No,Not Eligible,Yes,No,,Always,Female,31.0,Other,2016,,Uncertain,
No,No,Yes,No,Yes,,Sometimes,Male,39.0,United States of America,2016,,Uncertain,1.0
No,Yes,Don't Know,No,Maybe,,Sometimes,Male,46.0,United States of America,2016,,No,
No,No,Don't Know,Yes,No,,Sometimes,Male,28.0,United States of America,2016,,Uncertain,
No,No,Don't Know,Yes,Maybe,,Sometimes,Male,32.0,France,2016,,No,
Yes,Yes,,,,,Sometimes,Female,65.0,United States of America,2016,Yes,Yes,
Yes,Yes,,,,,Always,Male,37.0,United States of America,2016,Yes,Uncertain,
Yes,Yes,,,,,Sometimes,Female,41.0,United States of America,2016,Yes,No,
Yes,Yes,,,,,Sometimes,Male,38.0,United States of America,2016,Yes,Yes,
No,Yes,Don't Know,Yes,No,,Sometimes,Male,51.0,United States of America,2016,,Yes,1.0
No,Yes,Don't Know,Don't Know,No,,Sometimes,Male,29.0,United States of America,2016,,Uncertain,1.0
Yes,Yes,,,,,Always,Male,37.0,Japan,2016,Yes,No,
Yes,No,,,,,Always,Male,31.0,Canada,2016,Not applicable to me,No,
No,No,No,Don't Know,No,,Sometimes,Male,32.0,Iran,2016,,Uncertain,
Yes,Yes,,,,,Sometimes,Male,31.0,Sweden,2016,Yes,Yes,
No,Yes,Not Eligible,No,Maybe,,Never,Male,52.0,Switzerland,2016,,No,1.0
Yes,Yes,,,,,Sometimes,Male,31.0,Switzerland,2016,Yes,Yes,
Yes,No,,,,,Always,Female,38.0,United Kingdom,2016,Unsure,No,
No,Yes,Yes,No,Yes,,Never,Male,35.0,United States of America,2016,,Uncertain,1.0
Yes,No,,,,,Always,Male,29.0,United States of America,2016,Not applicable to me,No,
Yes,Yes,,,,,Always,Male,63.0,United States of America,2016,Yes,No,
Yes,Yes,,,,,Always,Female,47.0,United States of America,2016,Yes,Yes,
Yes,Yes,,,,,Always,Male,43.0,Austria,2016,Yes,Yes,
No,No,No,Don't Know,Maybe,,Sometimes,Male,38.0,Ireland,2016,,No,
No,No,Don't Know,Don't Know,Maybe,,Never,Male,27.0,United States of America,2016,,Uncertain,1.0
No,No,Don't Know,Yes,No,,Always,Female,40.0,United States of America,2016,,Yes,
No,No,Not Eligible,No,Yes,,Never,Male,32.0,South Africa,2016,,No,1.0
Yes,No,,,,,Always,Female,43.0,United States of America,2016,Yes,Uncertain,
No,No,Yes,No,Maybe,,Never,Female,28.0,Germany,2016,,Yes,1.0
Yes,No,,,,,Always,Male,46.0,United Kingdom,2016,Not applicable to me,No,
No,No,No,No,Maybe,,Sometimes,Male,42.0,United States of America,2016,,No,1.0
No,Yes,No,Yes,Maybe,,Sometimes,Male,31.0,United States of America,2016,,Uncertain,
Yes,Yes,,,,,Never,Female,37.0,United States of America,2016,Yes,Yes,
No,Yes,No,Don't Know,No,,Never,Male,35.0,Canada,2016,,Yes,
Yes,Yes,,,,,Always,Female,30.0,United States of America,2016,Yes,Uncertain,
No,Yes,Not Eligible,Yes,No,,Sometimes,Male,35.0,Australia,2016,,Yes,
No,Yes,Yes,Yes,Maybe,,Never,Male,24.0,United States of America,2016,,Yes,
No,No,No,No,Maybe,,Sometimes,Male,23.0,India,2016,,No,
Yes,Yes,,,,,Always,Female,39.0,France,2016,Yes,Uncertain,
No,No,No,Don't Know,No,,Always,Male,38.0,France,2016,,No,
Yes,Yes,,,,,Always,Male,28.0,United Kingdom,2016,Yes,Yes,
Yes,No,,,,,Sometimes,Male,30.0,United Kingdom,2016,Unsure,No,
Yes,No,,,,,Always,Male,38.0,United Kingdom,2016,Yes,Uncertain,
No,No,Don't Know,Yes,No,,Sometimes,Male,33.0,France,2016,,No,
No,No,Don't Know,Yes,No,,Sometimes,Male,35.0,United Kingdom,2016,,No,
Yes,No,,,,,Never,Other,54.0,United Kingdom,2016,Not applicable to me,No,
No,No,Don't Know,Don't Know,No,,Never,Female,30.0,Germany,2016,,No,
Yes,Yes,,,,,Always,Female,32.0,United Kingdom,2016,Yes,No,
No,No,Don't Know,Don't Know,No,,Sometimes,Male,28.0,United States of America,2016,,Uncertain,
No,No,No,Don't Know,No,,Sometimes,Male,39.0,Germany,2016,,No,
No,Yes,No,Don't Know,Maybe,,Always,Other,21.0,United States of America,2016,,Yes,
No,No,Yes,No,Maybe,,Sometimes,Male,31.0,Germany,2016,,No,
No,No,Don't Know,Don't Know,Yes,,Sometimes,Male,30.0,United States of America,2016,,Uncertain,
No,No,Yes,Don't Know,Maybe,,Sometimes,Female,25.0,United States of America,2016,,No,
No,No,Not Eligible,No,Maybe,,Always,Male,26.0,United Kingdom,2016,,No,
No,No,Yes,Don't Know,No,,Never,Male,30.0,United States of America,2016,,No,
No,No,No,Yes,No,,Never,Male,30.0,Italy,2016,,No,
No,No,Don't Know,Yes,No,,Always,Male,31.0,Bulgaria,2016,,No,
No,Yes,Don't Know,Don't Know,Maybe,,Never,Male,32.0,United States of America,2016,,Yes,
No,Yes,No,Yes,No,,Always,Female,45.0,United Kingdom,2016,,Yes,1.0
Yes,No,,,,,Sometimes,Male,29.0,Switzerland,2016,Yes,Uncertain,
No,Yes,Yes,Don't Know,Maybe,,Always,Male,27.0,United States of America,2016,,Uncertain,
No,No,Not Eligible,Yes,No,,Always,Female,28.0,United Kingdom,2016,,Yes,
No,No,Yes,Don't Know,Maybe,,Always,Male,38.0,United States of America,2016,,No,
No,Yes,Yes,Yes,Maybe,,Sometimes,Male,38.0,United States of America,2016,,Yes,1.0
No,Yes,Don't Know,Yes,No,,Sometimes,Male,34.0,Hungary,2016,,No,
Yes,Yes,,,,,Sometimes,Male,36.0,Netherlands,2016,Yes,No,
No,No,Don't Know,Yes,No,,Sometimes,Male,23.0,France,2016,,No,
No,Yes,Yes,No,Yes,,Sometimes,Female,40.0,United States of America,2016,,Uncertain,1.0
Yes,Yes,,,,,Always,Male,39.0,United States of America,2016,Yes,Yes,
No,Yes,Don't Know,Don't Know,Maybe,,Never,Male,28.0,United States of America,2016,,Uncertain,
No,No,Don't Know,Don't Know,No,,Sometimes,Male,33.0,United States of America,2016,,No,
Yes,Yes,,,,,Always,Male,32.0,United States of America,2016,Yes,Uncertain,
No,No,Yes,Yes,Maybe,,Never,Male,32.0,United States of America,2016,,Yes,1.0
No,Yes,Yes,Don't Know,No,,Never,Male,27.0,United States of America,2016,,Uncertain,
No,Yes,No,Don't Know,Yes,,Never,Male,33.0,Israel,2016,,No,
No,No,Don't Know,Don't Know,Maybe,,Never,Male,34.0,Japan,2016,,No,1.0
Yes,Yes,,,,,Sometimes,Female,38.0,India,2016,Yes,Uncertain,
No,No,Yes,Don't Know,Maybe,,Never,Male,35.0,United States of America,2016,,No,1.0
No,No,Yes,Don't Know,Maybe,,Sometimes,Male,39.0,United States of America,2016,,No,
No,No,Yes,Don't Know,No,,Never,Male,35.0,United States of America,2016,,No,1.0
No,No,Don't Know,No,No,,Sometimes,Male,34.0,United States of America,2016,,Yes,1.0
Yes,Yes,,,,,Always,Female,44.0,United States of America,2016,Yes,Yes,
No,Yes,Yes,No,No,,Always,Male,42.0,United States of America,2016,,No,1.0
No,No,Yes,Don't Know,Maybe,,Always,Male,30.0,United States of America,2016,,No,1.0
No,No,Yes,No,Yes,,Never,Male,55.0,United States of America,2016,,Uncertain,1.0
No,Yes,No,Don't Know,Maybe,,Sometimes,Male,46.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Yes,No,,Sometimes,Male,33.0,United States of America,2016,,Yes,1.0
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Male,30.0,United States of America,2016,,Yes,1.0
No,Yes,No,No,No,,Sometimes,Male,30.0,United Kingdom,2016,,Yes,
No,Yes,Yes,Don't Know,Yes,,Never,Female,31.0,United States of America,2016,,Uncertain,
No,Yes,Yes,No,Maybe,,Sometimes,Male,38.0,Ireland,2016,,Yes,
No,No,Yes,No,Yes,,Sometimes,Female,30.0,United Kingdom,2016,,No,
No,Yes,Yes,Yes,No,,Sometimes,Male,32.0,United States of America,2016,,Yes,
No,Yes,No,Don't Know,Yes,,Never,Male,32.0,United Kingdom,2016,,Yes,1.0
No,Yes,Yes,No,Maybe,,Sometimes,Male,47.0,United States of America,2016,,Yes,
No,No,No,Yes,No,,Always,Male,39.0,United Kingdom,2016,,Uncertain,
No,Yes,Don't Know,Don't Know,Yes,,Sometimes,Male,35.0,United States of America,2016,,Yes,1.0
No,Yes,Yes,No,Yes,,Sometimes,Male,36.0,United States of America,2016,,Yes,
No,No,Yes,Yes,Maybe,,Always,Female,38.0,United States of America,2016,,No,1.0
No,Yes,Don't Know,Don't Know,Maybe,,Sometimes,Male,30.0,United States of America,2016,,Uncertain,
No,Yes,Don't Know,No,Maybe,,Sometimes,Male,33.0,United States of America,2016,,No,
No,No,Don't Know,Don't Know,Yes,,Never,Male,22.0,United States of America,2016,,Yes,
Yes,Yes,,,,,Always,Male,35.0,United States of America,2016,Yes,Uncertain,
No,Yes,Don't Know,Don't Know,Maybe,,Never,Male,26.0,United States of America,2016,,No,1.0
No,Yes,Yes,Yes,No,,Always,Male,34.0,United States of America,2016,,Uncertain,
Yes,No,,,,,Sometimes,Male,40.0,United States of America,2016,Unsure,Uncertain,
No,No,No,No,Yes,,Always,Male,37.0,Bulgaria,2016,,Yes,
No,No,No,Don't Know,Maybe,,Sometimes,Male,43.0,Switzerland,2016,,No,
Yes,Yes,,,,,Sometimes,Male,20.0,United States of America,2016,Yes,Yes,
No,Yes,Don't Know,Yes,Maybe,,Sometimes,Female,30.0,United States of America,2016,,Yes,
No,No,Yes,Yes,No,,Sometimes,Male,32.0,United States of America,2016,,Uncertain,
No,No,Yes,No,Maybe,,Always,Male,35.0,United States of America,2016,,No,1.0
No,No,Yes,Yes,No,,Sometimes,Male,29.0,United States of America,2016,,No,
No,No,No,Yes,No,,Never,Male,29.0,United States of America,2016,,Uncertain,1.0
No,No,Yes,Don't Know,Maybe,,Always,Male,30.0,United States of America,2016,,No,
No,No,Don't Know,No,Maybe,,Never,Male,30.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,No,,Always,Male,38.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Never,Male,30.0,Brazil,2016,,Uncertain,1.0
No,No,No,Don't Know,No,,Never,Male,26.0,Netherlands,2016,,Yes,
Yes,Yes,,,,,Always,Male,27.0,Germany,2016,Yes,Yes,
No,No,No,Don't Know,No,,Always,Male,24.0,United States of America,2016,,No,
No,No,Yes,No,Yes,,Never,Male,35.0,United States of America,2016,,No,
No,Yes,Yes,Yes,Maybe,,Sometimes,Male,38.0,Sweden,2016,,Uncertain,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Other,36.0,United States of America,2016,,Yes,
Yes,Yes,,,,,Always,Male,34.0,United Kingdom,2016,Unsure,Yes,
No,Yes,Yes,No,No,,Sometimes,Male,35.0,United States of America,2016,,Uncertain,
No,No,Don't Know,Don't Know,No,,Sometimes,Male,25.0,United States of America,2016,,No,
No,Yes,Don't Know,Yes,No,,Never,Female,32.0,Sweden,2016,,Uncertain,
No,No,No,Don't Know,Maybe,,Never,Other,32.0,United States of America,2016,,No,
Yes,Yes,,,,,Sometimes,Male,37.0,United States of America,2016,Yes,Uncertain,
No,Yes,Don't Know,Don't Know,No,,Sometimes,Male,28.0,Germany,2016,,Uncertain,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Female,34.0,United Kingdom,2016,,No,
No,Yes,Yes,No,Maybe,,Never,Female,40.0,United States of America,2016,,Yes,
No,Yes,Yes,No,Maybe,,Never,Male,45.0,United States of America,2016,,No,
No,No,Don't Know,Don't Know,No,,Sometimes,Male,31.0,Sweden,2016,,No,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Male,30.0,United States of America,2016,,Yes,1.0
No,No,Yes,Yes,Maybe,,Sometimes,Female,47.0,United Kingdom,2016,,No,1.0
No,No,Don't Know,Don't Know,Yes,,Sometimes,Male,48.0,United Kingdom,2016,,No,
Yes,No,,,,,Sometimes,Male,44.0,United States of America,2016,Yes,Yes,
No,Yes,Not Eligible,No,Yes,,Never,Male,29.0,United States of America,2016,,Uncertain,
No,No,Yes,Yes,No,,Always,Male,52.0,United States of America,2016,,No,1.0
No,No,Yes,Yes,No,,Sometimes,Female,34.0,Sweden,2016,,No,
No,No,Yes,Yes,No,,Never,Male,34.0,Netherlands,2016,,No,
No,No,Don't Know,No,Maybe,,Sometimes,Male,27.0,United States of America,2016,,No,
No,No,No,No,Maybe,,Sometimes,Male,30.0,Russia,2016,,Uncertain,
No,No,Yes,Yes,No,,Sometimes,Male,40.0,United Kingdom,2016,,Uncertain,
Yes,No,,,,,Always,Male,26.0,Canada,2016,Yes,Yes,
Yes,Yes,,,,,Never,Male,36.0,United Kingdom,2016,Yes,No,
No,No,Don't Know,Yes,No,,Always,Male,35.0,United Kingdom,2016,,Yes,1.0
No,No,Yes,Yes,Maybe,,Never,Female,43.0,United Kingdom,2016,,No,1.0
No,Yes,No,Don't Know,Maybe,,Sometimes,Female,36.0,United Kingdom,2016,,Yes,1.0
No,No,Yes,Don't Know,Yes,,Sometimes,Female,32.0,United States of America,2016,,No,1.0
Yes,No,,,,,Always,Female,36.0,Ireland,2016,Not applicable to me,No,
No,Yes,No,No,Yes,,Never,Male,38.0,New Zealand,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Always,Male,35.0,United States of America,2016,,Uncertain,1.0
No,Yes,Not Eligible,Don't Know,Maybe,,Sometimes,Female,35.0,Australia,2016,,Yes,
No,Yes,Yes,No,Yes,,Always,Male,45.0,United States of America,2016,,Yes,
Yes,No,,,,,Always,Male,47.0,New Zealand,2016,Unsure,No,
No,No,Don't Know,Don't Know,Maybe,,Sometimes,Male,27.0,United States of America,2016,,No,
No,Yes,Don't Know,Don't Know,Maybe,,Sometimes,Male,26.0,United States of America,2016,,No,
Yes,Yes,,,,,Always,Male,51.0,Australia,2016,Yes,No,
No,Yes,No,No,Yes,,Sometimes,Male,25.0,Ecuador,2016,,Yes,
No,No,No,No,Yes,,Sometimes,Male,41.0,South Africa,2016,,Uncertain,
No,No,Yes,No,Maybe,,Sometimes,Male,34.0,United States of America,2016,,No,1.0
No,No,No,Don't Know,Maybe,,Never,Male,43.0,Sweden,2016,,No,
No,No,Don't Know,No,Yes,,Never,Male,33.0,United Kingdom,2016,,Yes,
Yes,No,,,,,Sometimes,Male,37.0,Australia,2016,Unsure,No,
No,Yes,No,No,Yes,,Never,Female,27.0,United Kingdom,2016,,Yes,
Yes,Yes,,,,,Sometimes,Female,54.0,United States of America,2016,Yes,Yes,
No,No,Don't Know,Yes,No,,Never,Male,38.0,Italy,2016,,No,1.0
No,Yes,No,Yes,Maybe,,Sometimes,Male,42.0,Germany,2016,,No,
No,No,Yes,No,Maybe,,Sometimes,Male,30.0,United Kingdom,2016,,No,
No,Yes,Yes,Yes,Maybe,,Sometimes,Male,43.0,Australia,2016,,No,
Yes,Yes,,,,,Never,Male,33.0,Netherlands,2016,Yes,Yes,
No,No,Not Eligible,Yes,No,,Always,Female,37.0,Australia,2016,,No,
No,Yes,Yes,No,Maybe,,Sometimes,Male,25.0,United States of America,2016,,Yes,
No,Yes,Not Eligible,No,Yes,,Sometimes,Male,27.0,Australia,2016,,Yes,
Yes,Yes,,,,,Sometimes,Male,27.0,Canada,2016,Yes,Yes,
No,Yes,Yes,Don't Know,Yes,,Never,Male,27.0,United States of America,2016,,Yes,1.0
Yes,No,,,,,Sometimes,Male,35.0,Germany,2016,Yes,Uncertain,
No,No,No,No,Maybe,,Never,Male,24.0,United Kingdom,2016,,Uncertain,
No,Yes,Not Eligible,Don't Know,Maybe,,Never,Other,31.0,Switzerland,2016,,Yes,
No,No,Don't Know,Yes,No,,Sometimes,Male,31.0,Germany,2016,,Uncertain,
No,Yes,Yes,Yes,Maybe,,Sometimes,Male,32.0,United States of America,2016,,No,
No,Yes,No,Yes,Maybe,,Sometimes,Male,33.0,Australia,2016,,Yes,
Yes,Yes,,,,,Sometimes,Male,56.0,United States of America,2016,Yes,Yes,
No,Yes,Yes,No,Yes,,Sometimes,Male,43.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Don't Know,No,,Sometimes,Male,49.0,Australia,2016,,Yes,
No,Yes,No,Yes,Maybe,,Sometimes,Male,35.0,Bulgaria,2016,,No,
No,Yes,Yes,No,Yes,,Sometimes,Male,53.0,Canada,2016,,No,
No,Yes,Don't Know,Yes,No,,Never,Male,45.0,United States of America,2016,,Yes,
No,Yes,Yes,No,Yes,,Sometimes,Male,40.0,United States of America,2016,,Uncertain,
No,Yes,Not Eligible,Don't Know,Yes,,Sometimes,Male,52.0,United States of America,2016,,No,1.0
Yes,Yes,,,,,Always,Male,30.0,France,2016,Yes,Uncertain,
No,No,Yes,No,Maybe,,Always,Male,41.0,New Zealand,2016,,No,
Yes,Yes,,,,,Always,Male,31.0,Netherlands,2016,Yes,Uncertain,
No,Yes,Not Eligible,Yes,No,,Sometimes,Male,31.0,Switzerland,2016,,Uncertain,
Yes,Yes,,,,,Sometimes,Other,24.0,United States of America,2016,Yes,Uncertain,
